iter	Passed	Remaining
1664	62777	12630
1665	62817	12593
1666	62853	12555
1667	62891	12517
1668	62926	12479
1669	62961	12441
1670	62999	12403
1671	63033	12365
1672	63082	12329
1673	63124	12293
1674	63159	12254
1675	63197	12217
1676	63235	12179
1677	63268	12140
1678	63303	12102
1679	63336	12064
1680	63374	12026
1681	63412	11988
1682	63455	11952
1683	63498	11915
1684	63535	11877
1685	63571	11839
1686	63611	11802
1687	63649	11764
1688	63687	11726
1689	63722	11688
1690	63760	11651
1691	63796	11613
1692	63831	11574
1693	63866	11536
1694	63900	11498
1695	63940	11461
1696	63980	11423
1697	64022	11386
1698	64054	11348
1699	64090	11310
1700	64127	11272
1701	64168	11235
1702	64205	11197
1703	64244	11159
1704	64281	11121
1705	64316	11083
1706	64355	11046
1707	64391	11008
1708	64421	10969
1709	64455	10931
1710	64490	10892
1711	64524	10854
1712	64563	10817
1713	64606	10780
1714	64645	10742
1715	64684	10705
1716	64719	10667
1717	64754	10629
1718	64792	10591
1719	64827	10553
1720	64862	10515
1721	64897	10477
1722	64931	10438
1723	64967	10400
1724	65004	10363
1725	65041	10325
1726	65079	10287
1727	65116	10249
1728	65152	10211
1729	65191	10174
1730	65226	10136
1731	65260	10098
1732	65295	10059
1733	65332	10022
1734	65370	9984
1735	65413	9947
1736	65453	9910
1737	65502	9874
1738	65559	9839
1739	65596	9801
1740	65633	9764
1741	65675	9726
1742	65715	9689
1743	65748	9651
1744	65781	9612
1745	65818	9575
1746	65854	9537
1747	65888	9498
1748	65922	9460
1749	65959	9422
1750	65995	9384
1751	66026	9346
1752	66060	9308
1753	66094	9269
1754	66135	9232
1755	66173	9194
1756	66209	9156
1757	66247	9119
1758	66283	9081
1759	66319	9043
1760	66356	9005
1761	66389	8967
1762	66425	8929
1763	66457	8891
1764	66495	8853
1765	66533	8815
1766	66570	8778
1767	66604	8739
1768	66645	8702
1769	66682	8664
1770	66718	8627
1771	66751	8588
1772	66795	8551
1773	66834	8514
1774	66876	8477
1775	66919	8440
1776	66956	8402
1777	67002	8365
1778	67046	8329
1779	67085	8291
1780	67126	8254
1781	67166	8216
1782	67211	8179
1783	67249	8142
1784	67289	8104
1785	67333	8067
1786	67374	8030
1787	67417	7993
1788	67456	7955
1789	67499	7918
1790	67539	7881
1791	67577	7843
1792	67614	7806
1793	67659	7769
1794	67701	7731
1795	67744	7694
1796	67783	7657
1797	67828	7620
1798	67876	7583
1799	67924	7547
1800	67969	7510
1801	68010	7472
1802	68052	7435
1803	68096	7398
1804	68141	7361
1805	68180	7323
1806	68220	7286
1807	68264	7249
1808	68306	7212
1809	68349	7174
1810	68392	7137
1811	68431	7099
1812	68469	7062
1813	68511	7024
1814	68554	6987
1815	68594	6950
1816	68637	6912
1817	68685	6876
1818	68730	6839
1819	68776	6802
1820	68825	6765
1821	68871	6728
1822	68917	6691
1823	68963	6654
1824	69009	6617
1825	69057	6580
1826	69106	6543
1827	69141	6505
1828	69178	6467
1829	69218	6430
1830	69261	6392
1831	69305	6355
1832	69340	6317
1833	69376	6279
1834	69416	6241
1835	69456	6204
1836	69497	6166
1837	69534	6128
1838	69573	6091
1839	69611	6053
1840	69650	6015
1841	69687	5977
1842	69726	5939
1843	69759	5901
1844	69796	5863
1845	69835	5825
1846	69874	5788
1847	69915	5750
1848	69953	5712
1849	69990	5674
1850	70028	5637
1851	70067	5599
1852	70107	5561
1853	70150	5524
1854	70192	5486
1855	70227	5448
1856	70266	5410
1857	70301	5372
1858	70340	5335
1859	70377	5297
1860	70414	5259
1861	70451	5221
1862	70489	5183
1863	70529	5145
1864	70567	5108
1865	70605	5070
1866	70645	5032
1867	70688	4995
1868	70723	4957
1869	70760	4919
1870	70797	4881
1871	70831	4843
1872	70865	4805
1873	70903	4767
1874	70938	4729
1875	70975	4691
1876	71013	4653
1877	71049	4615
1878	71085	4577
1879	71125	4539
1880	71161	4501
1881	71197	4464
1882	71235	4426
1883	71275	4388
1884	71315	4350
1885	71358	4313
1886	71396	4275
1887	71433	4237
1888	71469	4199
1889	71503	4161
1890	71541	4123
1891	71580	4085
1892	71621	4048
1893	71658	4010
1894	71695	3972
1895	71728	3934
1896	71761	3896
1897	71793	3858
1898	71830	3820
1899	71868	3782
1900	71904	3744
1901	71942	3706
1902	71981	3669
1903	72013	3630
1904	72047	3592
1905	72084	3555
1906	72123	3517
1907	72161	3479
1908	72198	3441
1909	72234	3403
1910	72268	3365
1911	72307	3327
1912	72348	3290
1913	72387	3252
1914	72420	3214
1915	72456	3176
1916	72491	3138
1917	72523	3100
1918	72561	3062
1919	72599	3024
1920	72637	2987
1921	72676	2949
1922	72720	2911
1923	72779	2874
1924	72814	2836
1925	72850	2799
1926	72887	2761
1927	72919	2723
1928	72956	2685
1929	72993	2647
1930	73029	2609
1931	73065	2571
1932	73104	2533
1933	73141	2496
1934	73184	2458
1935	73223	2420
1936	73295	2383
1937	73330	2345
1938	73369	2308
1939	73407	2270
1940	73444	2232
1941	73481	2194
1942	73521	2156
1943	73554	2118
1944	73590	2080
1945	73632	2043
1946	73669	2005
1947	73712	1967
1948	73752	1929
1949	73792	1892
1950	73833	1854
1951	73875	1816
1952	73920	1778
1953	73962	1741
1954	74001	1703
1955	74042	1665
1956	74083	1627
1957	74130	1590
1958	74172	1552
1959	74211	1514
1960	74253	1476
1961	74299	1439
1962	74344	1401
1963	74386	1363
1964	74429	1325
1965	74471	1287
1966	74514	1250
1967	74565	1212
1968	74621	1174
1969	74665	1137
1970	74707	1099
1971	74752	1061
1972	74803	1023
1973	74845	985
1974	74892	948
1975	74933	910
1976	74982	872
1977	75028	834
1978	75074	796
1979	75119	758
1980	75162	720
1981	75204	682
1982	75248	645
1983	75287	607
1984	75329	569
1985	75369	531
1986	75411	493
1987	75458	455
1988	75500	417
1989	75539	379
1990	75579	341
1991	75625	303
1992	75671	265
1993	75713	227
1994	75752	189
1995	75794	151
1996	75836	113
1997	75874	75
1998	75919	37
1999	75955	0
