iter	Logloss
239	0.3160551023
240	0.3160253566
241	0.3159915063
242	0.3159641613
243	0.3159332845
244	0.3159075551
245	0.3158737121
246	0.3158550923
247	0.3158416101
248	0.3158101211
249	0.3157852654
250	0.315757015
251	0.315709133
252	0.3156969441
253	0.3156792164
254	0.3156361117
255	0.3156072884
256	0.3155765823
257	0.3155458735
258	0.3155179732
259	0.3154865533
260	0.3154692346
261	0.3154574964
262	0.3154404821
263	0.3154159725
264	0.3154159704
265	0.3153938817
266	0.3153709836
267	0.3153499423
268	0.3153131473
269	0.3153064087
270	0.3152771044
271	0.3152685742
272	0.3152410429
273	0.3151975247
274	0.3151530868
275	0.3151367799
276	0.3151080619
277	0.3150931222
278	0.3150613605
279	0.3150247147
280	0.3149926426
281	0.3149706659
282	0.3149579955
283	0.3149228217
284	0.314890571
285	0.314857724
286	0.3148284178
287	0.3148258883
288	0.3148148074
289	0.3147781978
290	0.314745445
291	0.3147106028
292	0.3146818229
293	0.3146423661
294	0.3146326305
295	0.3146217111
296	0.3145873581
297	0.3145594154
298	0.3145264957
299	0.3145071402
300	0.314471838
301	0.3144403353
302	0.3144100932
303	0.3143788756
304	0.314369955
305	0.3143454187
306	0.3143223324
307	0.3142839721
308	0.3142479716
309	0.3142126946
310	0.3142034381
311	0.3141810848
312	0.3141585734
313	0.3141303331
314	0.3140995786
315	0.314082677
316	0.3140526576
317	0.3140327608
318	0.313994493
319	0.3139602496
320	0.3139342105
321	0.313904023
322	0.3138748044
323	0.3138340816
324	0.3138030796
325	0.3137804964
326	0.3137585673
327	0.3137282215
328	0.3136995614
329	0.3136721879
330	0.3136462534
331	0.3136197261
332	0.3136134313
333	0.3135818965
334	0.3135277152
335	0.313498096
336	0.3134720311
337	0.3134306156
338	0.3134049018
339	0.313369492
340	0.3133396724
341	0.3133154051
342	0.3133085789
343	0.3132765307
344	0.3132477771
345	0.3132141219
346	0.3131957459
347	0.3131679311
348	0.3131356408
349	0.3131105736
350	0.3130829493
351	0.3130740621
352	0.3130711551
353	0.3130510312
354	0.3130156949
355	0.3129959108
356	0.3129610402
357	0.3129307046
358	0.3129228924
359	0.3129045591
360	0.3128730115
361	0.3128552821
362	0.3128330214
363	0.3128013889
364	0.3127704489
365	0.3127692569
366	0.3127513003
367	0.3127307585
368	0.3127092569
369	0.3126831073
370	0.3126517525
371	0.3126168266
372	0.3125853755
373	0.3125644267
374	0.3125214861
375	0.3124992204
376	0.3124787261
377	0.3124526314
378	0.3124233899
379	0.3123918128
380	0.3123642552
381	0.3123362182
382	0.3123113657
383	0.3122818559
384	0.3122536809
385	0.3122328316
386	0.312201516
387	0.3121939387
388	0.3121782737
389	0.3121518046
390	0.3121238194
391	0.3120927771
392	0.3120649316
393	0.312026952
394	0.3119999082
395	0.3119765855
396	0.3119513402
397	0.3119370527
398	0.31190486
399	0.3118806288
400	0.3118652978
401	0.3118381187
402	0.3118370635
403	0.3118096324
404	0.3117741326
405	0.3117702874
406	0.3117477235
407	0.3117188661
408	0.3116941504
409	0.3116750296
410	0.3116493085
411	0.3116229161
412	0.3116219523
413	0.3115939427
414	0.311569546
415	0.311534595
416	0.3115123165
417	0.3114881446
418	0.3114581829
419	0.3114307843
420	0.3114216922
421	0.3113992244
422	0.3113857745
423	0.3113673202
424	0.3113638594
425	0.3113343671
426	0.3113325352
427	0.3113051814
428	0.3112685784
429	0.3112445186
430	0.3112173943
431	0.3111981865
432	0.3111742811
433	0.3111605955
434	0.3111362107
435	0.3111164563
436	0.3111061431
437	0.3110866159
438	0.3110602994
439	0.3110303957
440	0.311021872
441	0.311000158
442	0.3109781261
443	0.3109570088
444	0.3109339614
445	0.3109332579
446	0.3109045148
447	0.3108920348
448	0.3108919273
449	0.3108670125
450	0.3108461301
451	0.3108304075
452	0.3108083955
453	0.3107811113
454	0.3107521299
455	0.3107237096
456	0.3106974264
457	0.3106640935
458	0.3106389156
459	0.3106083751
460	0.3105944216
461	0.3105692231
462	0.3105686874
463	0.3105531261
464	0.3105291753
465	0.3104948304
466	0.3104793779
467	0.3104613668
468	0.3104459316
469	0.3104239818
470	0.3103987289
471	0.3103807318
472	0.3103572914
473	0.3103323731
474	0.310308364
475	0.3102852023
476	0.3102668414
477	0.3102517838
478	0.3102309486
479	0.310216344
480	0.3102030714
481	0.3101860556
482	0.3101572532
483	0.3101356224
484	0.3101303635
485	0.3101060434
486	0.3100812323
487	0.3100584284
488	0.3100322435
489	0.3100054217
490	0.3099873291
491	0.3099615625
492	0.3099369418
493	0.3099090785
494	0.3098851603
495	0.3098648499
496	0.3098386569
497	0.3098139774
498	0.3097967292
499	0.3097754754
500	0.3097549982
501	0.3097315497
502	0.3096992467
503	0.3096812652
504	0.3096537176
505	0.3096302526
506	0.3096058301
507	0.3095921095
508	0.3095723277
509	0.3095464196
510	0.309526825
511	0.3095203029
512	0.3095094368
513	0.3094939312
514	0.3094614432
515	0.3094324904
516	0.3094105855
517	0.3093909609
518	0.3093691307
519	0.3093526097
520	0.3093278788
521	0.3092813339
522	0.3092638854
523	0.3092533038
524	0.3092525716
525	0.3092324268
526	0.3092135129
527	0.3091933164
528	0.309173493
529	0.3091565005
530	0.3091140046
531	0.3090958139
532	0.3090740132
533	0.3090637715
534	0.3090325844
535	0.309014312
536	0.3090021765
537	0.3089838427
538	0.3089484228
539	0.3089228912
540	0.3088920551
541	0.3088570755
542	0.3088314777
543	0.3088072518
544	0.308777918
545	0.308743337
546	0.3087421802
547	0.30871912
548	0.3087009178
549	0.3086825626
550	0.3086662254
551	0.3086429032
552	0.3086174297
553	0.3086031169
554	0.3085837599
555	0.3085573178
556	0.3085379566
557	0.3085210403
558	0.3084949479
559	0.308476118
560	0.3084543033
561	0.3084319623
562	0.3084117926
563	0.3083899764
564	0.3083714114
565	0.3083473013
566	0.3083390131
567	0.3083201788
568	0.308311483
569	0.3082984701
570	0.3082753323
571	0.3082460088
572	0.3082125179
573	0.308196077
574	0.3081732122
575	0.3081573981
576	0.3081337926
577	0.3081337905
578	0.3081189623
579	0.3080968437
580	0.3080773552
581	0.308058699
582	0.3080361038
583	0.3080180972
584	0.3079798946
585	0.3079605834
586	0.3079392958
587	0.3079162153
588	0.307902581
589	0.3078821884
590	0.3078545752
591	0.3078345039
592	0.307809558
593	0.3077778495
594	0.307757328
595	0.3077409886
596	0.307714237
597	0.3076836134
598	0.3076835345
599	0.3076668778
600	0.3076464175
601	0.30762427
602	0.3076038267
603	0.3075821241
604	0.3075675639
605	0.3075392626
606	0.3075175676
607	0.3074971553
608	0.3074962684
609	0.3074805505
610	0.3074398011
611	0.3074237192
612	0.3074079455
613	0.3073874514
614	0.3073667057
615	0.3073495658
616	0.3073280403
617	0.30730696
618	0.3072941196
619	0.3072768233
620	0.3072444666
621	0.3072137648
622	0.3071879407
623	0.3071680645
624	0.3071536551
625	0.3071529437
626	0.3071343345
627	0.3071065588
628	0.3070878545
629	0.307086158
630	0.3070625601
631	0.3070429326
632	0.3070421133
633	0.3070280268
634	0.3070105163
635	0.3069791506
636	0.306966836
637	0.3069455836
638	0.3069237185
639	0.3069097103
640	0.3068906092
641	0.3068848995
642	0.30686834
643	0.3068551653
644	0.3068355844
645	0.30682952
646	0.30681055
647	0.3067948098
648	0.3067708265
649	0.306744176
650	0.306725674
651	0.3067065669
652	0.3066899234
653	0.3066638906
654	0.3066467261
655	0.3066139859
656	0.3065819401
657	0.3065713887
658	0.306538931
659	0.3065262852
660	0.3064935458
661	0.3064743966
662	0.3064575966
663	0.3064450176
664	0.3064331219
665	0.306426136
666	0.3063905329
667	0.3063712886
668	0.3063556449
669	0.3063321037
670	0.3063249644
671	0.3063049202
672	0.3062764206
673	0.3062568756
674	0.3062300844
675	0.3062111033
676	0.3061974396
677	0.3061759129
678	0.306169965
679	0.3061514056
680	0.3061383298
681	0.3061285485
682	0.3061137313
683	0.3060817978
684	0.306071511
685	0.3060454523
686	0.306023309
687	0.3060003061
688	0.3059851177
689	0.3059575415
690	0.30593763
691	0.3059188652
692	0.3058996044
693	0.3058770762
694	0.3058610173
695	0.3058453038
696	0.3058242195
697	0.3057961382
698	0.305785943
699	0.305761061
700	0.3057495029
701	0.3057352452
702	0.305706923
703	0.3056868499
704	0.3056671412
705	0.3056479264
706	0.3056342239
707	0.3056239765
708	0.3056018128
709	0.3055887734
710	0.3055698846
711	0.3055605743
712	0.3055388083
713	0.3055127034
714	0.3054813007
715	0.3054750216
716	0.3054609393
717	0.3054329261
718	0.3054093723
719	0.3054093538
720	0.305394458
721	0.3053767608
722	0.3053576345
723	0.3053404002
724	0.3053194555
725	0.3053026375
726	0.3052815995
727	0.3052657751
728	0.3052561858
729	0.3052401686
730	0.3052110452
731	0.3051727965
732	0.3051552578
733	0.3051274895
734	0.305106903
735	0.3050977727
736	0.3050815279
737	0.3050551261
738	0.305035181
739	0.3050265661
740	0.3050028825
741	0.3049824834
742	0.3049644722
743	0.3049346039
744	0.3049034188
745	0.3048842903
746	0.3048661985
747	0.3048465002
748	0.3048310939
749	0.3048144132
750	0.3047795142
751	0.3047653277
752	0.3047487808
753	0.3047285145
754	0.3047108662
755	0.304689601
756	0.3046813597
757	0.304680981
758	0.3046536187
759	0.3046384023
760	0.3046168871
761	0.3045973925
762	0.3045742422
763	0.3045627285
764	0.3045432742
765	0.3045239358
766	0.3045068287
767	0.3044975731
768	0.3044837935
769	0.3044652316
770	0.3044530402
771	0.3044441725
772	0.304422943
773	0.3044049303
774	0.3043886113
775	0.3043713256
776	0.3043663328
777	0.3043470526
778	0.3043467942
779	0.3043257468
780	0.3043048447
781	0.3042873442
782	0.304268215
783	0.304257753
784	0.3042372876
785	0.3042161094
786	0.3042055651
787	0.3041854785
788	0.3041631918
789	0.3041503607
790	0.3041234532
791	0.3041026152
792	0.3040897846
793	0.3040793137
794	0.3040627333
795	0.3040447394
796	0.3040215922
797	0.3040071077
798	0.3039886048
799	0.3039679055
800	0.3039526911
801	0.3039393447
802	0.303920514
803	0.3039063855
804	0.3038791969
805	0.3038589662
806	0.3038300273
807	0.3038123652
808	0.3037987298
809	0.3037812399
810	0.3037622485
811	0.303746673
812	0.3037253135
813	0.3037074743
814	0.3036837181
815	0.3036691511
816	0.3036563712
817	0.3036355991
818	0.3036304927
819	0.3036070289
820	0.3035815497
821	0.3035555493
822	0.3035350224
823	0.3035348981
824	0.3035121882
825	0.3034875873
826	0.3034768251
827	0.3034608946
828	0.3034467181
829	0.3034268986
830	0.3034021734
831	0.3034020571
832	0.3033908646
833	0.3033815746
834	0.3033661097
835	0.3033660515
836	0.3033451688
837	0.3033200527
838	0.3033019124
839	0.3032838125
840	0.3032698831
841	0.3032479244
842	0.3032258323
843	0.3032217262
844	0.3031946754
845	0.3031720708
846	0.303153479
847	0.3031359922
848	0.3031098788
849	0.303083496
850	0.303058283
851	0.3030414063
852	0.3030269852
853	0.303009374
854	0.3029967885
855	0.3029762587
856	0.3029664709
857	0.3029518673
858	0.3029295193
859	0.3029088162
860	0.3028890979
861	0.3028675197
862	0.3028484945
863	0.302833185
864	0.3028055818
865	0.3027827726
866	0.3027636387
867	0.3027502929
868	0.3027283586
869	0.302717541
870	0.3026935068
871	0.3026723869
872	0.3026563255
873	0.302640135
874	0.3026223651
875	0.3026006919
876	0.3025916055
877	0.3025718293
878	0.3025472241
879	0.3025395051
880	0.3025115512
881	0.3024966283
882	0.3024790378
883	0.3024618684
884	0.3024494926
885	0.3024319662
886	0.3024152627
887	0.3023979331
888	0.3023836441
889	0.3023596097
890	0.3023360901
891	0.302320723
892	0.3023112322
893	0.3023063316
894	0.3022909461
895	0.3022664891
896	0.302243545
897	0.302228621
898	0.3022115495
899	0.3021868609
900	0.3021575212
901	0.302139029
902	0.3021210336
903	0.3021051152
904	0.3020879459
905	0.3020744118
906	0.3020500359
907	0.3020465079
908	0.3020244006
909	0.3020083413
910	0.3019811486
911	0.301972114
912	0.3019581771
913	0.3019471255
914	0.3019357624
915	0.3019188613
916	0.3018938323
917	0.3018691674
918	0.3018540344
919	0.3018450188
920	0.3018449162
921	0.3018270318
922	0.3018106367
923	0.3017930791
924	0.3017819629
925	0.3017644985
926	0.3017525267
927	0.3017322929
928	0.3017229796
929	0.3017018497
930	0.3016851544
931	0.3016662919
932	0.3016409278
933	0.3016280152
934	0.301615775
935	0.3015957987
936	0.3015716089
937	0.3015472676
938	0.301521354
939	0.301504378
940	0.3015029426
941	0.3014977867
942	0.3014768679
943	0.3014570565
944	0.30143536
945	0.3014090061
946	0.3013840441
947	0.3013828178
948	0.3013713935
949	0.3013590595
950	0.3013349185
951	0.30131519
952	0.301294643
953	0.3012937493
954	0.3012715384
955	0.3012498055
956	0.301225754
957	0.3012134336
958	0.3012081589
959	0.3011830271
960	0.3011561224
961	0.3011391859
962	0.3011239435
963	0.3011052124
964	0.3010833978
965	0.3010711891
966	0.301052647
967	0.3010423993
968	0.3010281071
969	0.3010268162
970	0.3010183221
971	0.3009982375
972	0.3009765385
973	0.3009487885
974	0.3009353968
975	0.3009145097
976	0.3008925199
977	0.3008718734
978	0.3008588082
979	0.3008501656
980	0.3008314409
981	0.3008125639
982	0.3007988594
983	0.3007871429
984	0.3007610834
985	0.3007338877
986	0.3007201274
987	0.3007013919
988	0.3006857022
989	0.3006708312
990	0.3006459794
991	0.3006223528
992	0.3005989362
993	0.3005912026
994	0.3005754567
995	0.3005510441
996	0.3005249995
997	0.3005088918
998	0.3004879966
999	0.3004762519
1000	0.300459409
1001	0.3004381744
1002	0.300421015
1003	0.3004060064
1004	0.3004028907
1005	0.3003933969
1006	0.3003754349
1007	0.3003647507
1008	0.3003421147
1009	0.3003242682
1010	0.300301
1011	0.3002768634
1012	0.3002687532
1013	0.3002433221
1014	0.3002274358
1015	0.3002089629
1016	0.3001935228
1017	0.3001932515
1018	0.3001895206
1019	0.3001704114
1020	0.3001413292
1021	0.3001180203
1022	0.3001018808
1023	0.3000803622
1024	0.3000696825
1025	0.3000694479
1026	0.3000547355
1027	0.3000284641
1028	0.3000122767
1029	0.2999908721
1030	0.2999668786
1031	0.2999619518
1032	0.2999442576
1033	0.2999148796
1034	0.2998997805
1035	0.2998898757
1036	0.2998813535
1037	0.2998600213
1038	0.2998390454
1039	0.2998256194
1040	0.2998059533
1041	0.2997923236
1042	0.2997707519
1043	0.2997568109
1044	0.2997328637
1045	0.2997115274
1046	0.2996962716
1047	0.2996935671
1048	0.299670389
1049	0.2996517749
1050	0.2996335848
1051	0.2996134129
1052	0.2995884246
1053	0.2995855114
1054	0.29956387
1055	0.2995627948
1056	0.2995483075
1057	0.2995278071
1058	0.2995008225
1059	0.2994963729
1060	0.2994775471
1061	0.2994562968
1062	0.2994375103
1063	0.299419289
1064	0.2994108843
1065	0.2993933673
1066	0.2993725894
1067	0.2993626556
1068	0.2993564698
1069	0.2993370015
1070	0.2993179182
1071	0.2993043552
1072	0.2992892459
1073	0.2992785092
1074	0.2992615159
1075	0.2992398365
1076	0.2992244715
1077	0.2992153757
1078	0.2991985988
1079	0.2991812619
1080	0.2991748931
1081	0.2991474793
1082	0.2991324276
1083	0.2991183387
1084	0.2991001479
1085	0.2990816681
1086	0.299063647
1087	0.2990452828
1088	0.299041067
1089	0.29901891
1090	0.2990080027
1091	0.2989901245
1092	0.29897458
1093	0.2989532255
1094	0.2989324599
1095	0.298919689
1096	0.2989021228
1097	0.2988932777
1098	0.2988707455
1099	0.2988659316
1100	0.2988539856
1101	0.2988534597
1102	0.298833107
1103	0.2988063067
1104	0.2987925058
1105	0.2987765418
1106	0.2987575274
1107	0.2987408872
1108	0.2987173077
1109	0.2987055588
1110	0.2986868258
1111	0.2986772727
1112	0.2986605515
1113	0.2986500799
1114	0.298638011
1115	0.2986306196
1116	0.298610087
1117	0.2985940019
1118	0.2985674853
1119	0.2985517813
1120	0.2985417067
1121	0.2985202486
1122	0.298519304
1123	0.2985106414
1124	0.2985054321
1125	0.2984878933
1126	0.2984704874
1127	0.2984541145
1128	0.2984294054
1129	0.298421217
1130	0.2984040877
1131	0.2983876716
1132	0.2983710516
1133	0.2983487434
1134	0.2983364321
1135	0.2983198612
1136	0.2983049346
1137	0.2982901338
1138	0.2982683612
1139	0.298253556
1140	0.2982365671
1141	0.2982231549
1142	0.2982003029
1143	0.2981863849
1144	0.2981724325
1145	0.2981499636
1146	0.2981341986
1147	0.2981215892
1148	0.2981021547
1149	0.2980857665
1150	0.2980751853
1151	0.298065257
1152	0.2980442363
1153	0.2980246738
1154	0.2980103847
1155	0.2979946655
1156	0.2979748531
1157	0.2979565613
1158	0.2979391979
1159	0.2979156444
1160	0.2978987856
1161	0.2978799421
1162	0.2978554626
1163	0.2978360541
1164	0.2978185798
1165	0.2978018163
1166	0.2977851535
1167	0.2977795163
1168	0.2977657141
1169	0.2977392798
1170	0.2977194163
1171	0.297707334
1172	0.2976926819
1173	0.2976756493
1174	0.297662365
1175	0.2976569781
1176	0.2976462091
1177	0.297634609
1178	0.2976257251
1179	0.2976177628
1180	0.2975979331
1181	0.2975694218
1182	0.2975573008
1183	0.2975506651
1184	0.297532594
1185	0.2975086031
1186	0.297490443
1187	0.2974679473
1188	0.2974453709
1189	0.297421832
1190	0.2974179057
1191	0.2973997264
1192	0.2973784239
1193	0.2973493544
1194	0.2973322021
1195	0.2973118845
1196	0.2972937685
1197	0.2972835735
1198	0.2972712377
1199	0.2972494253
1200	0.2972342421
1201	0.2972156493
1202	0.2971971938
1203	0.2971785051
1204	0.2971515233
1205	0.2971480287
1206	0.2971350964
1207	0.2971121831
1208	0.2970925034
1209	0.2970734413
1210	0.2970528712
1211	0.2970349252
1212	0.297019543
1213	0.2969959387
1214	0.2969918371
1215	0.2969673307
1216	0.2969497319
1217	0.2969413187
1218	0.2969294829
1219	0.2969135412
1220	0.2968988244
1221	0.2968807786
1222	0.2968653356
1223	0.296850607
1224	0.2968429575
1225	0.2968298804
1226	0.2968158642
1227	0.2967936483
1228	0.2967710137
1229	0.2967543679
1230	0.2967444301
1231	0.296727561
1232	0.2967171192
1233	0.2966995877
1234	0.2966871102
1235	0.2966728195
1236	0.2966609772
1237	0.296642239
1238	0.2966329424
1239	0.2966289147
1240	0.2966139066
1241	0.2966042347
1242	0.2965843323
1243	0.2965653077
1244	0.2965462103
1245	0.2965280356
1246	0.2965073769
1247	0.2964805525
1248	0.2964691579
1249	0.296461101
1250	0.2964509659
1251	0.29643077
1252	0.2964023846
1253	0.2963871636
1254	0.2963707556
1255	0.2963548896
1256	0.2963457438
1257	0.2963176938
1258	0.2962996621
1259	0.2962753584
1260	0.2962629231
1261	0.2962550013
1262	0.2962422558
1263	0.2962343356
1264	0.2962177164
1265	0.2962076304
1266	0.296192128
1267	0.2961773772
1268	0.2961672888
1269	0.2961608084
1270	0.2961443053
1271	0.2961271974
1272	0.2961159076
1273	0.296096333
1274	0.2960817878
1275	0.2960674485
1276	0.2960576313
1277	0.2960438482
1278	0.2960324562
1279	0.2960094485
1280	0.2959960254
1281	0.295979579
1282	0.2959691033
1283	0.2959604387
1284	0.2959517924
1285	0.2959330874
1286	0.2959127454
1287	0.295899835
1288	0.2958829353
1289	0.2958601757
1290	0.2958424744
1291	0.2958222369
1292	0.29580811
1293	0.2957985458
1294	0.2957743007
1295	0.2957563172
1296	0.2957400079
1297	0.295717196
1298	0.2956997061
1299	0.2956892541
1300	0.2956676565
1301	0.2956605631
1302	0.295647694
1303	0.2956333699
1304	0.2956196524
1305	0.2956088829
1306	0.2955962189
1307	0.2955751933
1308	0.2955621453
1309	0.2955447473
1310	0.2955296989
1311	0.2955114274
1312	0.2954985335
1313	0.2954794249
1314	0.2954604605
1315	0.2954376488
1316	0.2954284762
1317	0.2954078495
1318	0.2953957321
1319	0.2953738394
1320	0.2953511687
1321	0.2953308688
1322	0.2953115975
1323	0.2952997013
1324	0.2952850333
1325	0.2952687115
1326	0.2952483737
1327	0.2952344096
1328	0.2952174473
1329	0.2952036727
1330	0.2951819531
1331	0.2951639315
1332	0.2951442085
1333	0.2951238797
1334	0.2951135738
1335	0.2950984562
1336	0.2950882329
1337	0.2950722858
1338	0.2950610124
1339	0.2950471724
1340	0.2950397825
1341	0.295021587
1342	0.2950156303
1343	0.2949986109
1344	0.294978946
1345	0.2949607221
1346	0.2949480339
1347	0.2949349938
1348	0.2949161067
1349	0.2948933306
1350	0.2948829516
1351	0.2948760046
1352	0.2948564286
1353	0.2948412067
1354	0.2948138187
1355	0.2947979039
1356	0.2947824976
1357	0.2947664815
1358	0.2947502613
1359	0.2947384395
1360	0.294721705
1361	0.2947197808
1362	0.2947043988
1363	0.2946865734
1364	0.294677816
1365	0.294657989
1366	0.2946494343
1367	0.2946401107
1368	0.2946224114
1369	0.2946087763
1370	0.2945944521
1371	0.2945773041
1372	0.2945598986
1373	0.2945506882
1374	0.2945320053
1375	0.2945156289
1376	0.2945019205
1377	0.294486423
1378	0.2944779114
1379	0.2944670099
1380	0.2944513894
1381	0.2944440752
1382	0.2944275478
1383	0.2944106724
1384	0.2943893154
1385	0.2943669275
1386	0.2943541789
1387	0.2943489904
1388	0.294337692
1389	0.2943298174
1390	0.2943206058
1391	0.2943046346
1392	0.2942904986
1393	0.2942750879
1394	0.2942588768
1395	0.2942336734
1396	0.2942289928
1397	0.2942133142
1398	0.2942101914
1399	0.2941971334
1400	0.2941804324
1401	0.2941588668
1402	0.2941394258
1403	0.2941237314
1404	0.2941044681
1405	0.2940909694
1406	0.2940721906
1407	0.2940575672
1408	0.2940443124
1409	0.2940310479
1410	0.2940200167
1411	0.2940047369
1412	0.2939942678
1413	0.2939864559
1414	0.2939759808
1415	0.2939526565
1416	0.2939423079
1417	0.2939205067
1418	0.2939011192
1419	0.2938792478
1420	0.2938697045
1421	0.2938531157
1422	0.2938419243
1423	0.2938305473
1424	0.2938166105
1425	0.2938110511
1426	0.2937899921
1427	0.2937731481
1428	0.2937652298
1429	0.2937489441
1430	0.2937305415
1431	0.2937182217
1432	0.2936960791
1433	0.293683933
1434	0.2936775566
1435	0.2936629149
1436	0.2936442344
1437	0.2936386605
1438	0.2936211219
1439	0.2935999959
1440	0.2935826534
1441	0.2935757265
1442	0.2935563832
1443	0.2935368032
1444	0.2935228268
1445	0.2935063715
1446	0.2934861051
1447	0.2934688549
1448	0.2934520125
1449	0.2934358303
1450	0.293415622
1451	0.293392221
1452	0.2933852611
1453	0.2933742238
1454	0.2933603597
1455	0.2933457032
1456	0.2933341448
1457	0.2933210058
1458	0.2933088699
1459	0.2932919282
1460	0.2932755011
1461	0.2932601867
1462	0.2932463927
1463	0.2932334095
1464	0.2932108449
1465	0.2931959295
1466	0.2931812522
1467	0.2931633891
1468	0.2931467021
1469	0.293132114
1470	0.2931123241
1471	0.2931000429
1472	0.2930831666
1473	0.2930671938
1474	0.293048539
1475	0.2930359871
1476	0.2930121019
1477	0.2930057112
1478	0.2929861672
1479	0.2929609056
1480	0.2929431643
1481	0.2929249915
1482	0.2929008161
1483	0.2928983193
1484	0.2928838457
1485	0.2928792562
1486	0.2928707707
1487	0.2928608524
1488	0.292848311
1489	0.2928285525
1490	0.2928147737
1491	0.2927997057
1492	0.2927878568
1493	0.2927708351
1494	0.2927634488
1495	0.2927438561
1496	0.2927345883
1497	0.2927090085
1498	0.2926945114
1499	0.292670173
1500	0.2926505686
1501	0.292631831
1502	0.2926166097
1503	0.2926059504
1504	0.2925860179
1505	0.2925676659
1506	0.2925463277
1507	0.2925383317
1508	0.2925259569
1509	0.2925211861
1510	0.2925009981
1511	0.292479122
1512	0.2924645036
1513	0.2924478152
