iter	Logloss
1514	0.2924326492
1515	0.2924160148
1516	0.2924012351
1517	0.2923834062
1518	0.2923732599
1519	0.2923605958
1520	0.2923486769
1521	0.2923312256
1522	0.2923161604
1523	0.2922998796
1524	0.2922798902
1525	0.2922655303
1526	0.2922488966
1527	0.2922291774
1528	0.2922106683
1529	0.2922077665
1530	0.2921872289
1531	0.2921631588
1532	0.2921516755
1533	0.2921423909
1534	0.2921286131
1535	0.2921190882
1536	0.2921062195
1537	0.2920974505
1538	0.2920856183
1539	0.2920741795
1540	0.2920724222
1541	0.2920546171
1542	0.2920341658
1543	0.2920206189
1544	0.2920034005
1545	0.291989145
1546	0.291981278
1547	0.2919738893
1548	0.2919645393
1549	0.2919543598
1550	0.2919355479
1551	0.2919237184
1552	0.2919181561
1553	0.2918984453
1554	0.2918851195
1555	0.2918702712
1556	0.291852327
1557	0.2918321683
1558	0.2918212692
1559	0.2918036077
1560	0.291785109
1561	0.2917689587
1562	0.2917421429
1563	0.2917329409
1564	0.2917213304
1565	0.2917051348
1566	0.2916874014
1567	0.2916665399
1568	0.291651275
1569	0.2916394114
1570	0.2916237982
1571	0.291614864
1572	0.2915958211
1573	0.2915807526
1574	0.2915549696
1575	0.2915402427
1576	0.2915196708
1577	0.2915038974
1578	0.2914891909
1579	0.2914792682
1580	0.2914594947
1581	0.2914433021
1582	0.2914243258
1583	0.2914111688
1584	0.2913988154
1585	0.2913834849
1586	0.2913732192
1587	0.291358443
1588	0.2913502311
1589	0.291331244
1590	0.2913144594
1591	0.2912981399
1592	0.2912763383
1593	0.291256408
1594	0.2912473496
1595	0.2912298675
1596	0.2912062087
1597	0.2911922673
1598	0.2911794459
1599	0.2911611467
1600	0.2911403181
1601	0.2911250987
1602	0.2911060171
1603	0.2910909924
1604	0.291084688
1605	0.2910643647
1606	0.2910513113
1607	0.2910364944
1608	0.2910243777
1609	0.2910237578
1610	0.2910084942
1611	0.2910014377
1612	0.290989161
1613	0.2909705287
1614	0.2909535026
1615	0.2909366554
1616	0.2909187421
1617	0.2909041677
1618	0.2908972883
1619	0.2908855888
1620	0.290864999
1621	0.2908520967
1622	0.2908348094
1623	0.2908212299
1624	0.2908032417
1625	0.2907889501
1626	0.2907707358
1627	0.290755599
1628	0.2907386121
1629	0.2907204737
1630	0.2907030509
1631	0.2906942802
1632	0.2906789195
1633	0.290655466
1634	0.2906522788
1635	0.29063524
1636	0.2906200395
1637	0.2906082115
1638	0.2905946453
1639	0.2905837317
1640	0.2905766168
1641	0.2905590898
1642	0.2905329754
1643	0.2905179072
1644	0.2904992519
1645	0.2904881671
1646	0.29047495
1647	0.2904532183
1648	0.2904483495
1649	0.2904331368
1650	0.2904187071
1651	0.290415038
1652	0.2904089817
1653	0.2903882401
1654	0.290369943
1655	0.2903590419
1656	0.2903381437
1657	0.2903274784
1658	0.2903131662
1659	0.2902997968
1660	0.2902799005
1661	0.2902609511
1662	0.2902562057
1663	0.2902454983
1664	0.2902329087
1665	0.2902169847
1666	0.2902157337
1667	0.2902093259
1668	0.2901934597
1669	0.2901736522
1670	0.2901663848
1671	0.2901529348
1672	0.2901398416
1673	0.2901218907
1674	0.2901162388
1675	0.2901109992
1676	0.2900965319
1677	0.2900775897
1678	0.2900611301
1679	0.2900487636
1680	0.2900381324
1681	0.2900217246
1682	0.2900160135
1683	0.2899934006
1684	0.2899800494
1685	0.2899669833
1686	0.2899469253
1687	0.2899397942
1688	0.2899265312
1689	0.2899151062
1690	0.2898938351
1691	0.2898817596
1692	0.2898798619
1693	0.2898664352
1694	0.289857463
1695	0.2898322638
1696	0.2898154714
1697	0.2898060305
1698	0.289792023
1699	0.2897859823
1700	0.2897790343
1701	0.2897667764
1702	0.2897477649
1703	0.28973986
1704	0.2897273224
1705	0.2897091665
1706	0.2896942219
1707	0.2896743081
1708	0.2896575072
1709	0.2896475679
1710	0.2896242493
1711	0.2896198898
1712	0.2896036085
1713	0.2895934556
1714	0.2895869572
1715	0.2895715533
1716	0.2895545513
1717	0.2895371462
1718	0.2895183781
1719	0.2895001272
1720	0.2894836035
1721	0.2894689335
1722	0.289458133
1723	0.2894407428
1724	0.2894268996
1725	0.2894068403
1726	0.2893989282
1727	0.2893859546
1728	0.2893776563
1729	0.2893617262
1730	0.289350032
1731	0.2893289987
1732	0.2893102993
1733	0.2892933898
1734	0.2892740812
1735	0.2892574394
1736	0.2892401792
1737	0.2892257773
1738	0.2892014103
1739	0.2891795916
1740	0.2891654047
1741	0.2891446973
1742	0.2891322739
1743	0.2891141034
1744	0.2890984638
1745	0.2890827855
1746	0.289072564
1747	0.2890643965
1748	0.2890624662
1749	0.289052341
1750	0.289036987
1751	0.2890307262
1752	0.2890197708
1753	0.2889962327
1754	0.2889781754
1755	0.288975121
1756	0.2889595031
1757	0.2889444929
1758	0.2889321746
1759	0.2889147109
1760	0.2889127365
1761	0.2888916301
1762	0.2888823164
1763	0.2888664116
1764	0.2888559406
1765	0.2888357322
1766	0.2888252465
1767	0.2888077263
1768	0.2887970964
1769	0.2887873558
1770	0.2887708838
1771	0.288768313
1772	0.2887553091
1773	0.2887520667
1774	0.2887361583
1775	0.2887178757
1776	0.2887044252
1777	0.2886952504
1778	0.2886873379
1779	0.2886719227
1780	0.2886537357
1781	0.2886346715
1782	0.2886173378
1783	0.2886123683
1784	0.2886024399
1785	0.2885915732
1786	0.2885746801
1787	0.2885568392
1788	0.2885498396
1789	0.2885370254
1790	0.2885225688
1791	0.2885078113
1792	0.2884932815
1793	0.2884863462
1794	0.2884673583
1795	0.2884448166
1796	0.2884346958
1797	0.288423897
1798	0.2884116382
1799	0.2884031786
1800	0.2883789785
1801	0.2883668083
1802	0.2883561263
1803	0.2883429475
1804	0.288323384
1805	0.2883076761
1806	0.2882882769
1807	0.288283057
1808	0.2882619907
1809	0.2882468554
1810	0.2882303399
1811	0.2882169031
1812	0.2881968792
1813	0.2881866156
1814	0.2881709325
1815	0.2881547623
1816	0.2881431412
1817	0.2881325106
1818	0.2881121103
1819	0.2880934236
1820	0.2880836177
1821	0.2880713053
1822	0.2880511234
1823	0.2880336005
1824	0.2880154148
1825	0.2880058135
1826	0.2879965431
1827	0.2879846348
1828	0.2879821492
1829	0.2879602858
1830	0.2879440595
1831	0.2879245708
1832	0.2879023691
1833	0.287889584
1834	0.2878845321
1835	0.2878729112
1836	0.2878581728
1837	0.287850081
1838	0.2878343734
1839	0.287818873
1840	0.2878069995
1841	0.2877925574
1842	0.2877704513
1843	0.2877629536
1844	0.2877543537
1845	0.2877388525
1846	0.287724343
1847	0.2877171671
1848	0.2877045698
1849	0.2877022655
1850	0.2876892094
1851	0.2876791248
1852	0.2876637621
1853	0.287662288
1854	0.2876536256
1855	0.2876332211
1856	0.2876198534
1857	0.2876039168
1858	0.2875904613
1859	0.2875814485
1860	0.2875649567
1861	0.2875482712
1862	0.2875313774
1863	0.2875202179
1864	0.2875040622
1865	0.2874962006
1866	0.2874816043
1867	0.2874685099
1868	0.2874558886
1869	0.2874384593
1870	0.287420964
1871	0.2874037952
1872	0.287385645
1873	0.28737834
1874	0.2873502183
1875	0.287333012
1876	0.2873131089
1877	0.2872986649
1878	0.2872864532
1879	0.2872736223
1880	0.2872599215
1881	0.2872479501
1882	0.2872339211
1883	0.2872174422
1884	0.2872102749
1885	0.2871945286
1886	0.287182193
1887	0.2871683766
1888	0.2871534489
1889	0.2871344274
1890	0.2871170357
1891	0.2870979676
1892	0.2870791679
1893	0.2870660649
1894	0.2870463294
1895	0.2870297483
1896	0.2870217875
1897	0.2870043692
1898	0.2869926871
1899	0.2869744086
1900	0.2869561979
1901	0.2869459489
1902	0.2869338478
1903	0.2869309052
1904	0.2869176201
1905	0.2868947289
1906	0.2868819771
1907	0.2868663752
1908	0.2868605313
1909	0.2868517297
1910	0.2868475013
1911	0.2868292422
1912	0.2868170468
1913	0.2868016508
1914	0.2867994079
1915	0.2867841537
1916	0.2867674052
1917	0.2867557519
1918	0.2867420824
1919	0.2867208787
1920	0.2867126974
1921	0.2867010864
1922	0.2866969049
1923	0.2866811272
1924	0.2866745992
1925	0.2866577743
1926	0.2866406322
1927	0.2866217417
1928	0.2866131786
1929	0.2865959805
1930	0.2865800557
1931	0.2865742814
1932	0.2865539251
1933	0.2865432157
1934	0.2865263967
1935	0.2865083128
1936	0.286488348
1937	0.2864793123
1938	0.2864606726
1939	0.2864445617
1940	0.2864274548
1941	0.2864103448
1942	0.2863940699
1943	0.2863777637
1944	0.2863653011
1945	0.2863463007
1946	0.2863293326
1947	0.2863131645
1948	0.286304643
1949	0.2862952615
1950	0.2862903015
1951	0.2862780383
1952	0.2862656787
1953	0.2862511655
1954	0.2862395284
1955	0.2862339266
1956	0.2862212369
1957	0.2862060738
1958	0.2861868466
1959	0.2861813406
1960	0.2861676935
1961	0.2861597315
1962	0.2861491355
1963	0.2861311638
1964	0.2861163262
1965	0.2861021831
1966	0.2860831388
1967	0.2860654448
1968	0.2860559053
1969	0.2860356698
1970	0.2860220216
1971	0.286008876
1972	0.285999925
1973	0.2859896535
1974	0.2859779533
1975	0.2859551162
1976	0.2859402157
1977	0.2859352232
1978	0.2859206628
1979	0.2859053934
1980	0.2858962346
1981	0.2858769577
1982	0.2858640708
1983	0.2858467941
1984	0.28583599
1985	0.2858210056
1986	0.285803503
1987	0.2857808328
1988	0.2857648602
1989	0.2857535618
1990	0.2857378029
1991	0.285721312
1992	0.2857083703
1993	0.285703104
1994	0.2856850364
1995	0.2856710874
1996	0.2856537831
1997	0.2856406192
1998	0.2856211996
1999	0.2856069353
